Name,Location,Year,Kilometers,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price_nrs
Hyundai Santro LP - Euro II,Pokhara,2005,105000,Petrol,Manual,First,0.0 kmpl,999 CC,null bhp,5,7.875
Land Rover Freelander 2 SE,Ratnanagar,2014,59885,Diesel,Automatic,First,12.39 kmpl,2179 CC,147.51 bhp,5,90.495
Toyota Innova 2.5 V Diesel 8-seater,Nepaljung,2011,144471,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,35.1
Hyundai i20 1.2 Magna,Janakpur,2011,63991,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,16.245
Hyundai Santro Xing XO eRLX Euro II,Hetauda,2007,72000,Petrol,Manual,Second,17.0 kmpl,1086 CC,null bhp,5,4.995
Nissan Micra XV CVT,Bharatpur,2015,34895,Petrol,Automatic,First,19.15 kmpl,1198 CC,75.94 bhp,5,20.7
BMW X6 xDrive 40d M Sport,Itahari,2015,97003,Diesel,Automatic,First,15.87 kmpl,2993 CC,308.43 bhp,5,382.5
Honda City 1.5 V AT,Butwal,2015,45000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,23.625
Honda Amaze E i-Dtech,Kathmandu,2013,45000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5,14.85
Toyota Fortuner 3.0 Diesel,Biratnagar,2013,100000,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,7,79.875
Land Rover Discovery Sport SD4 HSE Luxury,Kathmandu,2016,70000,Diesel,Automatic,First,12.97 kmpl,2179 CC,187.7 bhp,5,157.5
Hyundai Creta 1.6 CRDi SX,Janakpur,2016,37023,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,60.255
Chevrolet Beat Diesel LT,Pokhara,2012,81000,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,5,11.25
Toyota Innova Crysta 2.8 GX AT,Ratnanagar,2017,20789,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,82.62
Maruti Swift Dzire VDI,Birjung,2015,68310,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,26.775
Hyundai Creta 1.6 CRDi SX Option,Bharatpur,2015,47250,Diesel,Manual,Second,19.67 kmpl,1582 CC,126.2 bhp,5,49.5
Land Rover Range Rover Sport SE,Kathmandu,2014,47000,Diesel,Automatic,Second,12.65 kmpl,2993 CC,255 bhp,5,291.375
Honda Amaze VX i-DTEC,Nepaljung,2017,128000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,28.35
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Ratnanagar,2017,17702,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5,53.73
Volkswagen Vento Sport 1.2 TSI AT,Bharatpur,2014,34987,Petrol,Automatic,First,18.19 kmpl,1197 CC,103.5 bhp,5,26.775
Honda City i DTec VX,Itahari,2017,37000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,49.5
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Janakpur,2017,38271,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5,56.385
Ford Figo Diesel Titanium,Biratnagar,2012,32510,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5,16.875
BMW 5 Series 2013-2017 530d M Sport,Hetauda,2014,88000,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,5,121.5
Mitsubishi Pajero 2.8 SFX 7Str,Hetauda,2012,116000,Diesel,Manual,First,10.5 kmpl,2835 CC,107.2 bhp,6,44.775
Renault Duster 85PS Diesel RxL Option,Birjung,2013,156000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,18.9
Maruti Ritz VXI,Kathmandu,2010,75319,Petrol,Manual,Second,21.1 kmpl,1197 CC,85.80 bhp,5,9
Hyundai Grand i10 Sportz,Butwal,2013,28000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,14.625
Mercedes-Benz GLA Class 200 CDI SPORT,Biratnagar,2017,16500,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,153
BMW 5 Series 520d Luxury Line,Janakpur,2016,75637,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,136.665
Hyundai Creta 1.6 SX Plus Petrol Automatic,Ratnanagar,2018,32854,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,5,56.7
Renault KWID RXT Optional,Ratnanagar,2019,6568,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,22.905
Audi A4 3.0 TDI Quattro,Biratnagar,2014,30000,Diesel,Automatic,First,14.94 kmpl,2967 CC,241.4 bhp,5,110.25
Maruti Ciaz VDI SHVS,Ratnanagar,2018,17804,Diesel,Manual,Second,28.09 kmpl,1248 CC,88.5 bhp,5,35.865
Honda Jazz S,Kathmandu,2011,69768,Petrol,Manual,First,16.0 kmpl,1198 CC,90 bhp,5,13.05
BMW 3 Series 320d Luxury Line,Ratnanagar,2016,62404,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,95.985
Hyundai Verna SX CRDi AT,Biratnagar,2012,97000,Diesel,Automatic,Second,19.08 kmpl,1582 CC,126.32 bhp,5,29.25
Hyundai Creta 1.4 CRDi S Plus,Janakpur,2016,55687,Diesel,Manual,First,21.38 kmpl,1396 CC,88.7 bhp,5,54.675
Volkswagen Vento 2013-2015 1.6 Comfortline,Butwal,2014,17000,Petrol,Manual,First,15.04 kmpl,1598 CC,103.2 bhp,5,19.125
BMW 3 Series Luxury Line,Janakpur,2017,34232,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5,161.28
Honda CR-V Petrol 2WD,Pokhara,2004,135000,Petrol,Automatic,Third,14.4 kmpl,1997 CC,152 bhp,5,13.5
Renault Duster 110PS Diesel RxZ AWD,Pokhara,2012,80000,Diesel,Manual,First,19.72 kmpl,1461 CC,108.45 bhp,5,30.375
Hyundai i20 Asta 1.2,Biratnagar,2014,31045,Petrol,Manual,Second,18.6 kmpl,1197 CC,81.83 bhp,5,25.425
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Hetauda,2013,58000,Diesel,Automatic,Second,16.96 kmpl,1968 CC,138.03 bhp,5,33.75
Hyundai Creta 1.6 SX Plus Diesel,Ratnanagar,2018,35480,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,60.03
Maruti Ciaz VDI SHVS,Nepaljung,2016,62287,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,35.55
Hyundai i20 Asta 1.4 CRDi,Janakpur,2015,46162,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,31.41
Hyundai Verna 1.6 SX VTVT,Bharatpur,2014,9200,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,25.875
Volkswagen Polo Diesel Trendline 1.2L,Butwal,2012,55339,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,11.925
Volkswagen Polo Diesel Trendline 1.2L,Butwal,2011,55476,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,11.205
Maruti SX4 Vxi BSIII,Hetauda,2007,68553,Petrol,Manual,Second,15.0 kmpl,1586 CC,104.68 bhp,5,6.75
Honda Mobilio RS Option i DTEC,Ratnanagar,2016,67376,Diesel,Manual,First,24.5 kmpl,1498 CC,98.6 bhp,7,29.25
Renault Duster 110PS Diesel RxZ Plus,Nepaljung,2013,42000,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,5,36
Toyota Fortuner 2.8 2WD AT,Janakpur,2019,28069,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,7,138.825
Volvo XC60 D4 SUMMUM,Ratnanagar,2014,93144,Diesel,Automatic,First,14.7 kmpl,1984 CC,181 bhp,5,77.175
Maruti Celerio VXI AT,Nepaljung,2014,24300,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,20.475
Maruti Ciaz ZDi Plus,Nepaljung,2015,47883,Diesel,Manual,Second,26.21 kmpl,1248 CC,88.5 bhp,5,33.3
Audi Q5 2008-2012 2.0 TDI,Ratnanagar,2013,12467,Diesel,Automatic,First,12.8 kmpl,1968 CC,167.6 bhp,5,115.38
BMW X1 sDrive 20d Sportline,Butwal,2013,56683,Diesel,Automatic,Second,17.05 kmpl,1995 CC,184 bhp,5,60.75
Ford Figo Petrol ZXI,Biratnagar,2013,38000,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5,15.975
Hyundai Elantra CRDi SX,Itahari,2018,35000,Diesel,Manual,First,22.7 kmpl,1582 CC,126.2 bhp,5,67.5
Hyundai Verna 1.6 i ABS,Hetauda,2007,80000,Petrol,Manual,Second,13.9 kmpl,1599 CC,103.2 bhp,5,8.775
Honda Civic 2006-2010 1.8 S MT,Hetauda,2006,125000,Petrol,Manual,Second,13.5 kmpl,1799 CC,130 bhp,5,10.35
Toyota Fortuner 4x4 MT,Pokhara,2013,123000,Diesel,Manual,Second,12.55 kmpl,2982 CC,168.5 bhp,7,67.5
Hyundai i10 Sportz,Pokhara,2012,70000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,14.175
Nissan Sunny 2011-2014 Diesel XL,Nepaljung,2012,87982,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5,22.5
BMW 5 Series 2013-2017 520d Luxury Line,Birjung,2013,40714,Diesel,Automatic,Second,18.12 kmpl,1995 CC,190 bhp,5,111.375
Chevrolet Optra Magnum 2.0 LT,Hetauda,2008,83000,Diesel,Manual,Second,16.52 kmpl,1991 CC,123.7 bhp,5,11.7
Hyundai i10 Asta,Itahari,2011,86000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,16.875
Skoda Laura Ambiente,Itahari,2009,60002,Diesel,Manual,Second,17.5 kmpl,1896 CC,106 bhp,5,21.825
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Birjung,2013,60000,Diesel,Automatic,First,10.0 kmpl,2148 CC,170 bhp,5,121.5
Honda Amaze SX i-DTEC,Butwal,2014,84677,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,13.5
BMW X1 xDrive 20d xLine,Kathmandu,2017,23000,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5,129.375
Toyota Innova 2.5 G (Diesel) 8 Seater,Nepaljung,2016,81424,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8,65.205
Porsche Panamera 2010 2013 Diesel,Kathmandu,2013,36400,Diesel,Automatic,First,7.5 kmpl,4806 CC,394.3 bhp,4,324
Nissan Sunny XV D,Pokhara,2012,70000,Diesel,Manual,Second,22.71 kmpl,1461 CC,84.8 bhp,5,18
Maruti Swift Dzire LDI,Kathmandu,2015,40000,Diesel,Manual,Second,26.59 kmpl,1248 CC,74 bhp,5,20.25
Maruti Wagon R ZXI AMT 1.2,Bharatpur,2019,600,Petrol,Automatic,First,21.5 kmpl,1197 CC,81.80 bhp,5,28.125
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Hetauda,2015,65320,Diesel,Automatic,Second,16.96 kmpl,1968 CC,138.03 bhp,5,51.75
Honda Accord 2.4 Inspire M/T,Hetauda,2009,79000,Petrol,Manual,Third,9.8 kmpl,2354 CC,180 bhp,5,13.95
Honda City i VTEC V,Bharatpur,2018,5000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,45.495
Hyundai Verna 1.6 SX VTVT,Janakpur,2019,6028,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,51.93
Maruti Wagon R LX BSII,Kathmandu,2006,86000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,4.5
Maruti Swift Dzire Tour LDI,Butwal,2013,160000,Diesel,Manual,Second,23.4 kmpl,1248 CC,74 bhp,5,11.25
Audi Q5 2008-2012 2.0 TFSI Quattro,Ratnanagar,2011,59967,Petrol,Automatic,First,9.74 kmpl,1984 CC,208 bhp,5,81
Toyota Etios Cross 1.4 GD,Janakpur,2018,43127,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5,30.825
Hyundai i10 Era 1.1 iTech SE,Ratnanagar,2012,65727,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,13.365
Hyundai Verna 1.6 VTVT,Hetauda,2013,70000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,21.375
Volkswagen Polo 1.5 TDI Highline,Janakpur,2018,39861,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5,33.21
BMW 5 Series 520d Sport Line,Kathmandu,2017,16485,Diesel,Automatic,First,22.48 kmpl,1995 CC,187.74 bhp,5,192.375
Hyundai i20 1.4 Asta Optional With Sunroof,Biratnagar,2010,77332,Diesel,Manual,Second,23.0 kmpl,1396 CC,90 bhp,5,16.425
Hyundai Grand i10 Asta Option AT,Ratnanagar,2017,17489,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,26.955
Toyota Fortuner 4x2 4 Speed AT,Hetauda,2012,125000,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,7,60.75
Maruti Baleno Zeta Automatic,Pokhara,2016,35129,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,31.5
Hyundai Creta 1.6 SX Plus Petrol Automatic,Nepaljung,2016,22982,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,5,49.275
Hyundai i10 Sportz,Hetauda,2013,54500,Petrol,Manual,Third,20.36 kmpl,1197 CC,78.9 bhp,5,13.275
Tata Tigor XE Diesel,Itahari,2017,16235,Diesel,Manual,First,24.7 kmpl,1047 CC,69 bhp,5,24.75
Skoda Superb Style 1.8 TSI AT,Ratnanagar,2017,73641,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5,76.86
Maruti Swift Dzire VDI,Nepaljung,2015,59572,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,30.825
Honda CR-V 2.0 AT,Birjung,2014,112827,Petrol,Automatic,First,13.1 kmpl,1997 CC,141.1 bhp,5,47.25
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Nepaljung,2010,118000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,39.375
Honda City 1.5 V MT,Butwal,2010,60000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,12.15
Hyundai Verna VTVT 1.6 AT SX Plus,Bharatpur,2012,75059,Petrol,Automatic,First,17.0 kmpl,1591 CC,121.3 bhp,5,19.125
Toyota Etios 1.4 VXD,Hetauda,2018,3000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5,35.55
Skoda Superb Elegance 1.8 TSI AT,Kathmandu,2011,78000,Petrol,Automatic,Second,13.7 kmpl,1798 CC,157.75 bhp,5,20.25
Nissan Sunny 2011-2014 Diesel XV,Butwal,2012,47000,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5,18
Honda City 1.5 V MT Exclusive,Kathmandu,2012,42000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,21.375
Hyundai Elite i20 Diesel Asta Option,Butwal,2018,6820,Diesel,Manual,First,22.54 kmpl,1396 CC,88.76 bhp,5,34.425
Chevrolet Optra 1.6 LT Royale,Ratnanagar,2013,55176,Petrol,Manual,Second,17.4 kmpl,1599 CC,104 bhp,5,15.615
Honda Amaze S i-Vtech,Ratnanagar,2016,39854,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,25.38
Volkswagen Polo Petrol Comfortline 1.2L,Butwal,2013,24000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,13.275
Maruti Swift VDI,Birjung,2016,55000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,25.425
Ford Endeavour 3.0L 4X4 AT,Ratnanagar,2012,45840,Diesel,Automatic,First,11.4 kmpl,2953 CC,153.86 bhp,7,37.845
Maruti Baleno LXI,Hetauda,2006,155000,Petrol,Manual,Third,15.4 kmpl,1590 CC,94 bhp,5,3.825
Maruti Wagon R LX,Hetauda,2003,125000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,3.6
Volkswagen Polo 1.5 TDI Highline,Janakpur,2014,52951,Diesel,Manual,First,20.14 kmpl,1498 CC,88 bhp,5,25.425
Hyundai Verna 1.6 SX VTVT (O),Butwal,2013,49000,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,20.25
Maruti Ciaz ZDi Plus SHVS,Itahari,2015,52000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,31.05
Toyota Qualis Fleet A3,Bharatpur,2001,227000,Diesel,Manual,Fourth & Above,0.0 kmpl,2446 CC,null bhp,8,9.9
Nissan Sunny 2011-2014 Diesel XL,Birjung,2013,120005,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5,18
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Bharatpur,2015,33000,Petrol,Manual,First,15.0 kmpl,1598 CC,103.52 bhp,5,25.2
Maruti Eeco 7 Seater Standard,Kathmandu,2016,126000,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7,9.9
Skoda Rapid Ultima 1.6 MPI Ambition Plus,Biratnagar,2013,66700,Petrol,Manual,First,15.0 kmpl,1598 CC,103.5 bhp,5,18
Toyota Fortuner 4x4 MT,Birjung,2014,122000,Diesel,Manual,Second,12.55 kmpl,2982 CC,168.5 bhp,7,72
Hyundai Creta 1.6 CRDi SX,Bharatpur,2016,29000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,56.7
Hyundai i20 Magna Optional 1.2,Ratnanagar,2014,42315,Petrol,Manual,First,18.5 kmpl,1197 CC,82.9 bhp,5,21.555
Maruti Wagon R LXI CNG,Bharatpur,2015,22001,CNG,Manual,First,26.6 km/kg,998 CC,58.16 bhp,5,16.425
Honda City i DTEC V,Ratnanagar,2016,84580,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,30.735
Maruti 800 Std,Birjung,2002,75000,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4,2.295
Ford Ikon 1.3 Flair,Hetauda,2006,85000,Petrol,Manual,Second,13.8 kmpl,1299 CC,70 bhp,5,3.105
Maruti Swift Dzire LXI,Kathmandu,2015,24296,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,5,20.925
Honda City 1.5 V MT Sunroof,Butwal,2014,40000,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5,29.205
Hyundai Verna CRDi,Pokhara,2009,64514,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5,13.05
Hyundai Verna 1.6 SX VTVT,Kathmandu,2016,35000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,33.3
Renault KWID RXT,Biratnagar,2016,41000,Petrol,Manual,Second,25.17 kmpl,799 CC,53.3 bhp,5,14.625
Maruti Wagon R LXI,Itahari,2008,60123,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,8.775
Hyundai Grand i10 Sportz,Birjung,2015,53000,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5,18
Hyundai i20 1.2 Asta,Kathmandu,2017,9000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,30.825
Honda Amaze S i-Vtech,Janakpur,2015,53497,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,24.525
Ford Fiesta 1.4 Duratorq ZXI,Nepaljung,2007,68000,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,5,8.955
Hyundai Verna SX CRDi AT,Nepaljung,2014,65000,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.32 bhp,5,40.455
Toyota Etios VD SP,Butwal,2014,45155,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5,29.25
Honda Jazz 1.2 V CVT i VTEC,Janakpur,2018,20026,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5,41.715
Hyundai Verna 1.6 CRDi SX,Itahari,2015,60000,Diesel,Manual,First,23.9 kmpl,1582 CC,126.2 bhp,5,31.455
Mercedes-Benz CLA 200 D Sport Edition,Janakpur,2019,15976,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,165.42
Skoda Octavia Elegance 1.8 TSI AT,Ratnanagar,2017,30523,Petrol,Automatic,First,14.7 kmpl,1798 CC,177.5 bhp,5,76.86
Chevrolet Beat Diesel LS,Butwal,2013,26300,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,12.6
Volkswagen Polo Diesel Trendline 1.2L,Butwal,2011,66000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,11.205
Maruti SX4 S Cross DDiS 200 Zeta,Birjung,2016,70000,Diesel,Manual,First,23.65 kmpl,1248 CC,88.5 bhp,5,39.825
Honda City V MT,Itahari,2011,46000,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5,18.675
Volkswagen Vento 1.5 TDI Highline,Nepaljung,2017,28000,Diesel,Manual,First,20.64 kmpl,1498 CC,108.5 bhp,5,45
Hyundai Grand i10 1.2 Kappa Magna,Kathmandu,2017,46000,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,21.375
Renault KWID AMT RXL,Birjung,2017,33000,Petrol,Automatic,First,24.04 kmpl,999 CC,67 bhp,5,14.4
Maruti Alto 800 LXI,Ratnanagar,2017,27718,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,14.76
Ford Ecosport 1.5 Ti VCT MT Titanium,Biratnagar,2013,58000,Petrol,Manual,First,15.8 kmpl,1499 CC,110 bhp,5,33.75
Maruti Baleno Zeta,Janakpur,2018,33150,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,33.255
Maruti Ritz VDi,Hetauda,2013,77000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,16.425
Mercedes-Benz E-Class 280 CDI,Pokhara,2007,70000,Diesel,Automatic,First,11.0 kmpl,2987 CC,198.5 bhp,5,49.5
Maruti Ritz VDi,Butwal,2012,97000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,13.5
Chevrolet Beat Diesel LT,Pokhara,2012,75300,Diesel,Manual,Second,25.44 kmpl,936 CC,57.6 bhp,5,10.125
Maruti SX4 Vxi BSIV,Ratnanagar,2010,69918,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5,12.735
Maruti Omni 5 Seater BSIV,Janakpur,2019,4721,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5,18.495
Mitsubishi Pajero Sport Anniversary Edition,Butwal,2014,39163,Diesel,Manual,First,13.5 kmpl,2477 CC,178 bhp,7,66.15
Mercedes-Benz S Class 2005 2013 S 300 L,Hetauda,2013,80000,Petrol,Automatic,First,13.0 kmpl,2987 CC,210 bhp,5,112.5
Chevrolet Beat Diesel LS,Biratnagar,2015,66000,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,5,10.575
Ford Figo 2015-2019 1.5D Titanium MT,Janakpur,2017,36154,Diesel,Manual,Second,25.83 kmpl,1498 CC,99 bhp,5,28.845
Honda City i-VTEC VX,Itahari,2012,34000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,25.875
Mercedes-Benz GLA Class 200 CDI SPORT,Pokhara,2016,60000,Diesel,Automatic,Second,17.9 kmpl,2143 CC,136 bhp,5,78.975
Hyundai Creta 1.4 CRDi S Plus,Birjung,2015,32000,Diesel,Manual,First,21.38 kmpl,1396 CC,88.7 bhp,5,46.125
Ford Fiesta Classic 1.4 Duratorq CLXI,Ratnanagar,2012,79985,Diesel,Manual,First,17.8 kmpl,1399 CC,67 bhp,5,14.22
Audi A4 2.0 TDI,Biratnagar,2014,37600,Diesel,Automatic,Second,16.55 kmpl,1968 CC,147.51 bhp,5,101.25
Hyundai i10 Magna 1.1,Ratnanagar,2015,31965,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,15.975
BMW 3 Series 320i Sedan,Ratnanagar,2010,70749,Petrol,Automatic,First,12.05 kmpl,1995 CC,154 bhp,5,44.37
BMW 7 Series 730Ld,Pokhara,2013,38000,Diesel,Automatic,First,16.46 kmpl,2993 CC,258 bhp,5,202.5
Hyundai Verna 1.6 SX VTVT,Ratnanagar,2017,41534,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,35.955
Volkswagen Ameo 1.5 TDI Comfortline AT,Birjung,2017,54455,Diesel,Automatic,First,22.0 kmpl,1498 CC,108.495 bhp,5,29.25
Chevrolet Aveo 1.4 LS,Butwal,2007,42000,Petrol,Manual,First,14.49 kmpl,1399 CC,92.7 bhp,5,3.375
Chevrolet Cruze LTZ,Janakpur,2018,52073,Diesel,Manual,Second,18.3 kmpl,1991 CC,147.9 bhp,5,44.415
Hyundai i20 1.4 Sportz,Ratnanagar,2018,40175,Diesel,Manual,Second,22.54 kmpl,1396 CC,88.73 bhp,5,28.62
Honda BRV i-VTEC V CVT,Bharatpur,2017,16503,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,7,42.75
Hyundai Xcent 1.2 Kappa SX,Ratnanagar,2017,15029,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5,27.225
Maruti Alto 800 CNG LXI,Bharatpur,2013,26200,CNG,Manual,First,30.46 km/kg,796 CC,47.3 bhp,5,9.675
Hyundai Grand i10 CRDi Sportz,Nepaljung,2015,76362,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,24.75
Maruti Alto LXi,Butwal,2007,18700,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5,5.625
Toyota Innova 2.5 VX (Diesel) 7 Seater,Janakpur,2015,67585,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,53.955
Hyundai i10 Sportz 1.2 AT,Bharatpur,2010,57000,Petrol,Automatic,Second,16.95 kmpl,1197 CC,78.9 bhp,5,11.25
Honda City i-VTEC CVT V,Ratnanagar,2019,22321,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,52.47
Maruti Zen LX,Birjung,1998,95150,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5,2.385
Maruti Wagon R LXI BS IV,Butwal,2015,36428,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5,13.95
Ford Figo Diesel Titanium,Nepaljung,2012,73500,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5,11.7
Honda Amaze S i-Vtech,Ratnanagar,2015,47234,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,22.905
Hyundai Accent GLE,Nepaljung,2008,62364,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,5,10.35
Hyundai Verna 1.6 SX CRDi (O),Hetauda,2012,89000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,27
Maruti Swift ZDi,Itahari,2013,58653,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,19.8
Mercedes-Benz B Class B180,Kathmandu,2013,30000,Petrol,Automatic,Second,14.8 kmpl,1595 CC,120.7 bhp,5,49.5
Chevrolet Cruze LTZ,Janakpur,2014,64042,Diesel,Manual,First,17.3 kmpl,1998 CC,163.7 bhp,5,25.65
Skoda Laura Ambiente 2.0 TDI CR AT,Pokhara,2013,120000,Diesel,Automatic,First,20.0 kmpl,1968 CC,138.1 bhp,5,31.275
